Match Number,Date,Location,Opponent,Score,Competition
1,17-11-2024,Home,Unknown,1323-752,European Championship
2,24-03-2024,Home,Unknown,N/A,International Match
3,20-11-2018,Home,Unknown,N/A,International Match
4,18-11-2013,Home,Unknown,N/A,International Match
5,28-05-2018,Home,Unknown,N/A,International Match
6,20-06-2010,Home,Unknown,N/A,International Match
